Time - Plot 0,Amplitude - Plot 0,Time - vactual,Amplitude - vactual
0,0,0,0
1,0.0648301,1,0.0667674
2,0.127175,2,0.133153
3,0.18242,3,0.199093
4,0.229421,4,0.264569
5,0.268002,5,0.313762
6,0.298141,6,0.362559
7,0.321188,7,0.410996
8,0.338152,8,0.443282
9,0.349603,9,0.475313
10,0.357073,10,0.49129
11,0.361001,11,0.49127
12,0.362229,12,0.506956
13,0.362423,13,0.522502
14,0.361581,14,0.522087
15,0.359615,15,0.521569
16,0.357341,16,0.520946
17,0.354974,17,0.520213
18,0.352651,18,0.519359
19,0.350451,19,0.518375
20,0.348413,20,0.517249
21,0.346544,21,0.515969
22,0.344834,22,0.514522
23,0.343263,23,0.512895
24,0.341802,24,0.511076
25,0.340422,25,0.509051
26,0.339097,26,0.490981
27,0.337327,27,0.48854
28,0.336096,28,0.485856
29,0.334867,29,0.46709
30,0.333142,30,0.479745
31,0.332381,31,0.476264
32,0.331045,32,0.472496
33,0.329635,33,0.468429
34,0.328151,34,0.464055
35,0.326592,35,0.459363
36,0.324961,36,0.454343
37,0.323259,37,0.448986
38,0.321489,38,0.459109
39,0.320127,39,0.453019
40,0.318169,40,0.446563
41,0.316136,41,0.455562
42,0.314515,42,0.448319
43,0.312306,43,0.440687
44,0.310037,44,0.448483
45,0.308192,45,0.440012
46,0.305776,46,0.431126
47,0.303311,47,0.437643
48,0.301284,48,0.443698
49,0.299168,49,0.433453
50,0.296479,50,0.438589
51,0.294222,51,0.443238
52,0.291878,52,0.431566
53,0.288969,53,0.419424
54,0.286031,54,0.43846
55,0.284025,55,0.425293
56,0.280948,56,0.427461
57,0.278315,57,0.413272
58,0.27514,58,0.414404
59,0.272425,59,0.399162
60,0.269178,60,0.399228
61,0.266397,61,0.398734
62,0.26356,62,0.397675
63,0.260656,63,0.380215
64,0.257208,64,0.378034
65,0.254223,65,0.375268
66,0.251182,66,0.371909
67,0.24808,67,0.38378
68,0.245386,68,0.36336
69,0.241622,69,0.374017
70,0.238789,70,0.3682
71,0.235375,71,0.361763
