Time - Plot 0,Amplitude - Plot 0,Time - vactual,Amplitude - vactual
0,0,0,0
1,0.0206366,1,0.0212533
2,0.0404854,2,0.0423885
3,0.0580805,3,0.0633885
4,0.0730606,4,0.0842506
5,0.085372,5,0.104981
6,0.0951602,6,0.125593
7,0.102687,7,0.146101
8,0.108269,8,0.16652
9,0.11224,9,0.186866
10,0.114918,10,0.191324
11,0.116119,11,0.211594
12,0.117101,12,0.215998
13,0.117081,13,0.23623
14,0.117225,14,0.24061
15,0.116666,15,0.245001
16,0.116023,16,0.249406
17,0.115375,17,0.253825
18,0.114771,18,0.242433
19,0.113768,19,0.246914
20,0.113383,20,0.251409
21,0.1131,21,0.255917
22,0.112904,22,0.260437
23,0.112778,23,0.264967
24,0.112708,24,0.253679
25,0.112208,25,0.258257
26,0.112273,26,0.262842
27,0.112373,27,0.251605
28,0.112017,28,0.25623
29,0.1122,29,0.260859
30,0.112393,30,0.249661
31,0.112107,31,0.254324
32,0.112339,32,0.243158
33,0.112092,33,0.247851
34,0.112359,34,0.252542
35,0.112614,35,0.241402
36,0.112371,36,0.246119
37,0.11263,37,0.235003
38,0.112397,38,0.239743
39,0.112667,39,0.228649
40,0.112445,40,0.233409
41,0.112727,41,0.238163
42,0.112987,42,0.227082
43,0.112742,43,0.231853
44,0.112992,44,0.236618
45,0.113219,45,0.225547
46,0.112941,46,0.230328
47,0.113162,47,0.235102
48,0.113361,48,0.22404
49,0.11306,49,0.228829
50,0.11326,50,0.23361
51,0.113443,51,0.222555
52,0.113128,52,0.227352
53,0.113318,53,0.23214
54,0.113493,54,0.221091
55,0.113171,55,0.225894
56,0.113356,56,0.230687
57,0.113528,57,0.219645
58,0.113203,58,0.224452
59,0.113386,59,0.229251
60,0.113555,60,0.218213
61,0.11323,61,0.223024
62,0.113411,62,0.227827
63,0.113579,63,0.232621
64,0.113726,64,0.221578
65,0.113373,65,0.226385
66,0.113526,66,0.231183
67,0.113668,67,0.220145
68,0.113317,68,0.224956
69,0.113477,69,0.229759
70,0.113628,70,0.234553
71,0.11376,71,0.22351
72,0.113396,72,0.228317
73,0.113541,73,0.217288
74,0.113203,74,0.222108
75,0.113382,75,0.226919
76,0.113553,76,0.215892
77,0.113233,77,0.220715
78,0.113421,78,0.225528
79,0.113596,79,0.214504
80,0.113275,80,0.219329
81,0.113461,81,0.224143
82,0.113633,82,0.213121
83,0.113309,83,0.217946
84,0.11349,84,0.222762
85,0.113658,85,0.211741
86,0.113329,86,0.216568
87,0.113507,87,0.221385
88,0.113672,88,0.226192
89,0.113814,89,0.215162
90,0.113457,90,0.219981
91,0.113606,91,0.22479
92,0.113743,92,0.229591
93,0.113861,93,0.234382
94,0.113957,94,0.239165
95,0.114029,95,0.228111
96,0.113606,96,0.232909
97,0.113697,97,0.237698
98,0.113786,98,0.226652
99,0.113392,99,0.231456
100,0.113518,100,0.236252
101,0.113642,101,0.225212
102,0.113282,102,0.230022
103,0.113438,103,0.234824
104,0.113588,104,0.239617
105,0.113722,105,0.244401
106,0.113834,106,0.233349
107,0.11345,107,0.238148
108,0.113576,108,0.242939
109,0.113695,109,0.247722
110,0.113799,110,0.236668
111,0.113412,111,0.241466
112,0.113538,112,0.246256
113,0.113659,113,0.235209
114,0.113294,114,0.240014
115,0.113444,115,0.228982
116,0.113115,116,0.233799
117,0.113305,117,0.238608
118,0.113487,118,0.22758
119,0.113177,119,0.232401
120,0.113374,120,0.237212
121,0.113558,121,0.226186
122,0.113245,122,0.231009
123,0.113437,123,0.235822
124,0.113614,124,0.224798
125,0.113293,125,0.229622
126,0.113477,126,0.234437
127,0.113647,127,0.223414
128,0.11332,128,0.228239
129,0.1135,129,0.233055
130,0.113665,130,0.222033
131,0.113335,131,0.22686
132,0.113511,132,0.231677
133,0.113675,133,0.236484
134,0.113816,134,0.241282
