Time - Plot 0,Amplitude - Plot 0,Time - vactual,Amplitude - vactual
0,0,0,0
1,0.0412732,1,0.0425066
2,0.0809708,2,0.084777
3,0.116161,3,0.126777
4,0.146121,4,0.168501
5,0.170744,5,0.194135
6,0.189847,6,0.235388
7,0.204961,7,0.260604
8,0.215727,8,0.301501
9,0.223807,9,0.310592
10,0.228366,10,0.33545
11,0.231507,11,0.34441
12,0.232744,12,0.35335
13,0.23302,13,0.378113
14,0.233148,14,0.371193
15,0.231906,15,0.380145
16,0.231007,16,0.389114
17,0.230073,17,0.398102
18,0.229185,18,0.407112
19,0.228392,19,0.400316
20,0.227244,20,0.409398
21,0.226754,21,0.402671
22,0.225927,22,0.395991
23,0.225274,23,0.389356
24,0.224786,24,0.382763
25,0.224449,25,0.392037
26,0.224712,26,0.385488
27,0.224548,27,0.378973
28,0.224453,28,0.37249
29,0.224418,29,0.381864
30,0.224906,30,0.35958
31,0.224425,31,0.369008
32,0.224966,32,0.362602
33,0.225005,33,0.35622
34,0.225049,34,0.365687
35,0.225574,35,0.359316
36,0.225574,36,0.368795
37,0.22604,37,0.362434
38,0.225976,38,0.356093
39,0.225905,39,0.349771
40,0.225841,40,0.359296
41,0.226265,41,0.352979
42,0.226174,42,0.362509
43,0.22656,43,0.356196
44,0.226426,44,0.349901
45,0.226298,45,0.359451
46,0.226659,46,0.353158
47,0.22651,47,0.36271
48,0.226845,48,0.356419
49,0.226668,49,0.350144
50,0.226502,50,0.359713
51,0.226833,51,0.353438
52,0.22666,52,0.347179
53,0.226502,53,0.340935
54,0.22637,54,0.350533
55,0.22674,55,0.344286
56,0.226606,56,0.353881
57,0.226958,57,0.347631
58,0.226797,58,0.357222
59,0.227119,59,0.366797
60,0.2274,60,0.360527
61,0.22716,61,0.354272
62,0.226929,62,0.363859
63,0.227196,63,0.357601
64,0.226965,64,0.351359
65,0.226756,65,0.360958
66,0.227053,66,0.354713
67,0.226853,67,0.348481
68,0.226676,68,0.358091
69,0.227001,69,0.351855
70,0.226825,70,0.345633
71,0.226667,71,0.355251
72,0.227008,72,0.349023
73,0.226844,73,0.358635
74,0.227167,74,0.36823
75,0.227453,75,0.361979
76,0.227218,76,0.355741
77,0.226992,77,0.365345
78,0.227264,78,0.359104
79,0.227036,79,0.368704
80,0.227303,80,0.362459
81,0.227067,81,0.356227
82,0.226853,82,0.365837
83,0.227144,83,0.359602
84,0.226937,84,0.369208
85,0.227226,85,0.362968
86,0.227011,86,0.37257
87,0.227288,87,0.366326
88,0.227061,88,0.360096
89,0.226852,89,0.369707
90,0.227147,90,0.363472
91,0.226943,91,0.357251
92,0.22676,92,0.351042
93,0.226606,93,0.360673
94,0.226958,94,0.354458
95,0.226808,95,0.348255
96,0.226674,96,0.357891
97,0.227035,97,0.35168
98,0.226887,98,0.34548
99,0.22675,99,0.35512
100,0.227105,100,0.348912
101,0.22695,101,0.358543
102,0.227278,102,0.352327
103,0.227092,103,0.36195
104,0.227389,104,0.355727
105,0.227174,105,0.365343
106,0.227445,106,0.359114
107,0.227208,107,0.368724
108,0.227461,108,0.362489
109,0.22721,109,0.356267
110,0.22698,110,0.350058
111,0.226782,111,0.343861
112,0.226621,112,0.353503
113,0.226971,113,0.347299
114,0.226823,114,0.341106
115,0.226692,115,0.334923
116,0.226584,116,0.34458
117,0.226974,117,0.338387
118,0.226854,118,0.332205
119,0.226742,119,0.326033
120,0.226646,120,0.335699
121,0.227043,121,0.329516
122,0.226925,122,0.33917
123,0.227286,123,0.332975
124,0.227127,124,0.342619
125,0.227445,125,0.336414
126,0.144698,126,0.245207
127,0.0651118,127,0.170311
128,-0.00496575,128,0.111764
129,-0.0641426,129,0.0378911
