Time - Plot 0,Amplitude - Plot 0,Time - vactual,Amplitude - vactual
181,-0.453909,181,-0.598953
182,-0.45404,182,-0.618193
183,-0.45464,183,-0.605739
184,-0.454221,184,-0.609138
185,-0.454303,185,-0.612531
186,-0.454376,186,-0.615918
187,-0.454437,187,-0.603471
188,-0.371465,188,-0.521865
189,-0.209618,189,-0.355711
190,-0.0599389,190,-0.190565
191,0.0702723,191,-0.0581623
192,0.178415,192,0.0732299
193,0.265926,193,0.1562
194,0.333041,194,0.254257
195,0.384159,195,0.320001
196,0.420431,196,0.385268
197,0.44551,197,0.450164
198,0.46182,198,0.483127
199,0.470539,199,0.515955
200,0.474528,200,0.54871
201,0.475276,201,0.565613
202,0.47347,202,0.582559
203,0.470517,203,0.583744
204,0.466592,204,0.585042
205,0.462671,205,0.602287
206,0.459524,206,0.603796
207,0.45631,207,0.605425
208,0.453621,208,0.60717
209,0.451475,209,0.609024
210,0.449845,210,0.595151
211,0.448205,211,0.597232
212,0.447496,212,0.599397
213,0.447128,213,0.601641
214,0.447022,214,0.603956
215,0.447111,215,0.606336
216,0.447335,216,0.592947
217,0.447176,217,0.59547
218,0.447603,218,0.598042
219,0.448069,219,0.584831
220,0.448069,220,0.587519
221,0.448591,221,0.606072
222,0.449572,222,0.592973
223,0.449517,223,0.595765
224,0.449942,224,0.598586
225,0.450332,225,0.601435
226,0.450684,226,0.60431
227,0.450997,227,0.607209
228,0.451273,228,0.594303
229,0.451042,229,0.597277
230,0.451315,230,0.584442
231,0.451102,231,0.587484
232,0.451404,232,0.590541
233,0.451697,233,0.593613
234,0.451971,234,0.596698
235,0.452218,235,0.599795
236,0.452436,236,0.587075
237,0.452152,237,0.590224
238,0.452375,238,0.593382
239,0.452588,239,0.596548
240,0.452782,240,0.583894
241,0.452483,241,0.587105
242,0.452693,242,0.574493
243,0.452423,243,0.577745
244,0.45267,244,0.581
245,0.452909,245,0.584257
246,0.453129,246,0.571688
247,0.452849,247,0.574979
248,0.453074,248,0.578271
249,0.453285,249,0.581563
250,0.453474,250,0.569027
251,0.453162,251,0.572348
252,0.453357,252,0.575669
253,0.45354,253,0.578988
254,0.453702,254,0.582305
255,0.453841,255,0.585621
256,0.453955,256,0.588935
257,0.454045,257,0.592247
258,0.454115,258,0.595558
259,0.454166,259,0.58304
260,0.453729,260,0.586379
261,0.453813,261,0.573889
262,0.453429,262,0.593082
263,0.454048,263,0.580586
264,0.453666,264,0.583946
265,0.453795,265,0.587303
266,0.45392,266,0.590656
267,0.454032,267,0.578177
268,0.453655,268,0.597381
269,0.454266,269,0.584895
270,0.453868,270,0.588264
271,0.453977,271,0.575801
272,0.453607,272,0.579191
273,0.453758,273,0.582577
274,0.453907,274,0.585958
275,0.454045,275,0.573506
276,0.453692,276,0.576907
277,0.45385,277,0.580302
278,0.454002,278,0.567863
279,0.453665,279,0.587105
280,0.454312,280,0.574654
281,0.453945,281,0.593883
282,0.454552,282,0.58142
283,0.45414,283,0.584811
284,0.454229,284,0.588196
285,0.454309,285,0.575747
286,0.453903,286,0.579152
287,0.454016,287,0.58255
288,0.45413,288,0.585943
289,0.454234,289,0.573503
290,0.453851,290,0.576914
291,0.453985,291,0.564492
292,0.453642,292,0.567921
293,0.45382,293,0.571343
294,0.453995,294,0.574758
295,0.454153,295,0.578165
296,0.454289,296,0.581566
297,0.454399,297,0.584959
298,0.454483,298,0.572519
299,0.454071,299,0.57593
300,0.454172,300,0.579336
301,0.454269,301,0.582735
302,0.454356,302,0.586127
303,0.454429,303,0.573686
304,0.454013,304,0.592926
305,0.454588,305,0.580473
306,0.454157,306,0.583873
307,0.454236,307,0.587267
308,0.454312,308,0.574827
309,0.453907,309,0.57824
310,0.454023,310,0.597475
311,0.454614,311,0.585018
312,0.454189,312,0.572585
313,0.371249,313,0.490992
314,0.209441,314,0.324851
315,0.0598017,315,0.175545
316,-0.0698985,316,0.0272952
317,-0.178541,317,-0.0882576
318,-0.265564,318,-0.171247
319,-0.33272,319,-0.253494
320,-0.383416,320,-0.335115
321,-0.420279,321,-0.400398
322,-0.445427,322,-0.44948
323,-0.461317,323,-0.482487
324,-0.470136,324,-0.515356
325,-0.474228,325,-0.516494
326,-0.474126,326,-0.533494
327,-0.472526,327,-0.550532
328,-0.469795,328,-0.535976
329,-0.465611,329,-0.553213
330,-0.462418,330,-0.554706
331,-0.458978,331,-0.556315
332,-0.455965,332,-0.573865
333,-0.453927,333,-0.559839
334,-0.451398,334,-0.577603
335,-0.450348,335,-0.563777
336,-0.448738,336,-0.5659
337,-0.448026,337,-0.552276
338,-0.44716,338,-0.570414
339,-0.447551,339,-0.572762
340,-0.44761,340,-0.575171
341,-0.447793,341,-0.577638
342,-0.44806,342,-0.580157
343,-0.448378,343,-0.582724
344,-0.448723,344,-0.569508
345,-0.448603,345,-0.58802
346,-0.449486,346,-0.574883
347,-0.449362,347,-0.577639
348,-0.449742,348,-0.580428
349,-0.450107,349,-0.583248
350,-0.450449,350,-0.586095
351,-0.450763,351,-0.588969
352,-0.451046,352,-0.576039
353,-0.450828,353,-0.594819
354,-0.451588,354,-0.581934
355,-0.45133,355,-0.584926
356,-0.451573,356,-0.587937
357,-0.451803,357,-0.590966
358,-0.452016,358,-0.578181
359,-0.451736,359,-0.58127
360,-0.451969,360,-0.584372
361,-0.452197,361,-0.587485
362,-0.45241,362,-0.59061
363,-0.452603,363,-0.577916
364,-0.452301,364,-0.581089
365,-0.45251,365,-0.600099
366,-0.453186,366,-0.587429
367,-0.45284,367,-0.606453
368,-0.453467,368,-0.593796
369,-0.453076,369,-0.597005
370,-0.453189,370,-0.58439
371,-0.452825,371,-0.603467
372,-0.453458,372,-0.590862
373,-0.453089,373,-0.594119
374,-0.453231,374,-0.597378
375,-0.453369,375,-0.60064
376,-0.453497,376,-0.603904
377,-0.45361,377,-0.607169
378,-0.453707,378,-0.594609
379,-0.453315,379,-0.597908
380,-0.453442,380,-0.601207
381,-0.45357,381,-0.604507
382,-0.45369,382,-0.607806
383,-0.453797,383,-0.595277
384,-0.453416,384,-0.598606
385,-0.453553,385,-0.601934
386,-0.453689,386,-0.589432
387,-0.453341,387,-0.592786
388,-0.453512,388,-0.596138
389,-0.45368,389,-0.599486
390,-0.453833,390,-0.602832
391,-0.453966,391,-0.606174
392,-0.454077,392,-0.593684
393,-0.453693,393,-0.612879
394,-0.454294,394,-0.600383
395,-0.453885,395,-0.603742
396,-0.453983,396,-0.607098
397,-0.454075,397,-0.594623
398,-0.453684,398,-0.598002
399,-0.453812,399,-0.585549
400,-0.453469,400,-0.58895
401,-0.453648,401,-0.592346
402,-0.453826,402,-0.595735
403,-0.45399,403,-0.599119
404,-0.454132,404,-0.602498
405,-0.454249,405,-0.605871
406,-0.454342,406,-0.609239
407,-0.45441,407,-0.612602
408,-0.454459,408,-0.615961
409,-0.454489,409,-0.603488
410,-0.454033,410,-0.591041
411,-0.453626,411,-0.610277
412,-0.45423,412,-0.613648
413,-0.454313,413,-0.617016
414,-0.454378,414,-0.60455
415,-0.453952,415,-0.607939
416,-0.454045,416,-0.611322
417,-0.454139,417,-0.614701
418,-0.454226,418,-0.602247
419,-0.453828,419,-0.605646
420,-0.45395,420,-0.593212
421,-0.453598,421,-0.59663
422,-0.45377,422,-0.600042
423,-0.453941,423,-0.603448
424,-0.454098,424,-0.606846
425,-0.454233,425,-0.610239
426,-0.454344,426,-0.597797
427,-0.453957,427,-0.601207
428,-0.45408,428,-0.604611
429,-0.454198,429,-0.608008
430,-0.454302,430,-0.595572
431,-0.453915,431,-0.598987
432,-0.454043,432,-0.602396
433,-0.454168,433,-0.605799
434,-0.454279,434,-0.609195
435,-0.454373,435,-0.612585
436,-0.454449,436,-0.600141
437,-0.454032,437,-0.603549
438,-0.371585,438,-0.506111
439,-0.209269,439,-0.339983
440,-0.059643,440,-0.19069
441,0.0700343,441,-0.0424522
442,0.178649,442,0.0730888
443,0.265644,443,0.171895
444,0.333247,444,0.254102
445,0.38386,445,0.335684
446,0.420628,446,0.40093
447,0.445682,447,0.449977
448,0.461485,448,0.482952
449,0.470229,449,0.515791
450,0.474257,450,0.548557
451,0.475051,451,0.565471
452,0.473292,452,0.566599
453,0.46991,453,0.583651
454,0.466559,454,0.584956
455,0.462685,455,0.602208
456,0.459569,456,0.603723
457,0.456374,457,0.605357
458,0.453693,458,0.607106
459,0.451549,459,0.593135
460,0.449444,460,0.595125
461,0.448332,461,0.597207
462,0.447631,462,0.599375
463,0.447259,463,0.60162
464,0.447143,464,0.588108
465,0.446744,465,0.590519
466,0.447013,466,0.592987
467,0.447386,467,0.579681
468,0.447343,468,0.582281
469,0.447856,469,0.600752
470,0.448855,470,0.603405
471,0.449307,471,0.590268
472,0.449241,472,0.593023
473,0.449664,473,0.595811
474,0.450062,474,0.598629
475,0.450426,475,0.601475
476,0.450754,476,0.604347
477,0.451047,477,0.591415
478,0.450834,478,0.594365
479,0.451123,479,0.597335
480,0.451399,480,0.600325
481,0.451655,481,0.587505
482,0.451414,482,0.59056
483,0.451682,483,0.577802
484,0.451467,484,0.580915
485,0.451766,485,0.58404
486,0.452056,486,0.587175
487,0.452324,487,0.59032
488,0.452564,488,0.577644
489,0.452299,489,0.596663
490,0.453011,490,0.584003
491,0.452702,491,0.587207
492,0.452891,492,0.590417
493,0.453065,493,0.593632
494,0.453219,494,0.596851
495,0.453353,495,0.568418
496,0.452521,496,0.587534
497,0.453209,497,0.590794
498,0.453375,498,0.578228
499,0.453047,499,0.565693
500,0.452756,500,0.569017
