Final.Earth.TA            Final.EarthMJ2000Eq.VX    Final.EarthMJ2000Eq.VY    Final.EarthMJ2000Eq.VZ    Final.EarthMJ2000Eq.X     Final.EarthMJ2000Eq.Y     Final.EarthMJ2000Eq.Z     Initial.Earth.TA          Initial.EarthMJ2000Eq.VX   Initial.EarthMJ2000Eq.VY   Initial.EarthMJ2000Eq.VZ   Initial.EarthMJ2000Eq.X   Initial.EarthMJ2000Eq.Y   Initial.EarthMJ2000Eq.Z   
120                       -0.4093137343489334       -2.991034821456183        -1.141041318664041        -29862.30988077938        -4853.499610106753        23434.76916738461         0                         -3.008299911289022         1.736842763585845          1.886057355729414          12756.27259999999         22094.51225839872         0                         
120.2899180141203         -0.3965653843668476       -2.988925402103277        -1.151027003928409        -29886.48630592499        -5032.898799589408        23366.00697099208         0.5326134013778148        -3.02654145886512          1.704947307065632          1.885975866410629          12575.22605516274         22197.76670406291         113.1618115526946         
121.3585208874967         -0.3494913444081514       -2.980489897212856        -1.187576565946193        -29968.98495406827        -5692.994303597591        23107.40514405794         2.495762234459911         -3.091507143479107         1.586133646799286          1.884268326723114          11898.64815999911         22561.71814827436         530.1025791474331         
124.81074304554           -0.1966669569213924       -2.946170892730756        -1.302766865586473        -30164.14672219572        -7810.800800434348        22217.51694468543         8.837899308911773         -3.276226370311107         1.190294179379632          1.863664140288382          9621.593684408594         23554.54823358873         1870.335548969056         
130.3766116175341         0.05098881057705869       -2.868392058281686        -1.478353634409329        -30248.11497592789        -11162.28974688208        20614.49111230503         19.06305279149596         -3.488813814724235         0.5235725110371008         1.782625446542208          5714.946622217304         24544.26478928861         3975.979582510904         
136.2472769921433         0.3116394564807901        -2.757063136427739        -1.64841925434781         -30027.63191845553        -14582.64517329941        18713.36947022123         29.8481537553097          -3.592872608393991         -0.1972532001098286        1.6358670745764            1400.202175927987         24743.08528915491         6058.805725733931         
142.1532354538095         0.5705531507093302        -2.615886590477575        -1.80205681796232         -29488.01615044697        -17869.14788226038        16602.7971523627          40.69809226017619         -3.569480045050953         -0.9153294102161849        1.429925791627379          -2990.082457965118        24061.10904833115         7938.035074308357         
148.0631572337077         0.8235770373964928        -2.446818116850807        -1.936647694784293        -28634.6873362488         -20967.96307283458        14314.38512619873         51.55531184556018         -3.418325042883267         -1.601123302340817         1.172672828491977          -7276.2668861287          22517.56564735743         9534.418708073035         
153.9735693574084         1.067866134355391         -2.251722766595499        -2.050660583490605        -27476.8635366779         -23844.11739740394        11873.60314037943         62.41343225002984         -3.144763935951494         -2.229644917490586         0.8734110257102932         -11302.27468708822        20167.65041895733         10789.55170794565         
159.884021350838          1.300803463583375         -2.032686089963047        -2.142871889775512        -26026.90161994912        -26466.78359074372        9306.566189302437         73.27162589986821         -2.758596362570805         -2.778333768586727         0.5428729773406442         -14923.60847951303        17095.57595110313         11658.35131707724         
165.7944739046663         1.519910797850565         -1.792038070171096        -2.212300397510412        -24300.22405838177        -28808.05774133113        6640.582481546836         84.12982057922447         -2.273651272896065         -3.22753845065994          0.1928961626220391         -18010.57068931879        13411.35730354123         12109.6986462902          
