Time - Theta_sim,Amplitude - Theta_sim,Time - Theta_Motor,Amplitude - Theta_Motor,Time - Input V,Amplitude - Input V
0,0,0,0,0,0
1,0.000322141,1,0,1,0.0502443
2,0.00117049,2,0,2,0.100362
3,0.00267322,3,0,3,0.150226
4,0.00490939,4,0,4,0.19971
5,0.00792607,5,0,5,0.24869
6,0.0117492,6,0,6,0.297042
7,0.0163903,7,0,7,0.344643
8,0.0218514,8,0.00306796,8,0.391374
9,0.0281272,9,0.00613592,9,0.437116
10,0.0352074,10,0.00920388,10,0.481754
11,0.0430775,11,0.0138058,11,0.525175
12,0.05172,12,0.0184078,12,0.567269
13,0.0611143,13,0.0260777,13,0.60793
14,0.0712378,14,0.0322136,14,0.647056
15,0.0820652,15,0.0398835,15,0.684547
16,0.0935697,16,0.0475534,16,0.720309
17,0.105722,17,0.0567573,17,0.754251
18,0.118493,18,0.0659612,18,0.786288
19,0.131849,19,0.076699,19,0.816339
20,0.145757,20,0.0874369,20,0.844328
21,0.160181,21,0.0997088,21,0.870184
22,0.175086,22,0.113515,22,0.893841
23,0.190434,23,0.125786,23,0.915241
24,0.206185,24,0.138058,24,0.934329
25,0.222301,25,0.151864,25,0.951057
26,0.23874,26,0.167204,26,0.965382
27,0.255461,27,0.18101,27,0.977268
28,0.272422,28,0.19635,28,0.986686
29,0.289579,29,0.211689,29,0.993611
30,0.30689,30,0.227029,30,0.998027
31,0.324311,31,0.242369,31,0.999921
32,0.341798,32,0.257709,32,0.999289
33,0.359306,33,0.274583,33,0.996134
34,0.376791,34,0.288388,34,0.990461
35,0.39421,35,0.306796,35,0.982287
36,0.411518,36,0.32367,36,0.971632
37,0.428672,37,0.337476,37,0.958522
38,0.445627,38,0.35435,38,0.942991
39,0.462342,39,0.369689,39,0.925077
40,0.478774,40,0.383495,40,0.904827
41,0.494881,41,0.400369,41,0.882291
42,0.510624,42,0.414175,42,0.857527
43,0.525961,43,0.429515,43,0.830596
44,0.540855,44,0.44332,44,0.801567
45,0.555268,45,0.455592,45,0.770513
46,0.569163,46,0.469398,46,0.737513
47,0.582505,47,0.483204,47,0.70265
48,0.595261,48,0.495476,48,0.666012
49,0.607398,49,0.506214,49,0.627691
50,0.618886,50,0.518486,50,0.587785
51,0.629696,51,0.529223,51,0.546394
52,0.639799,52,0.538427,52,0.503623
53,0.649172,53,0.547631,53,0.45958
54,0.65779,54,0.556835,54,0.414376
55,0.665631,55,0.564505,55,0.368125
56,0.672675,56,0.570641,56,0.320944
57,0.678906,57,0.578311,57,0.272952
58,0.684306,58,0.582913,58,0.224271
59,0.688863,59,0.587515,59,0.175023
60,0.692565,60,0.590583,60,0.125333
61,0.695402,61,0.593651,61,0.0753268
62,0.697368,62,0.596719,62,0.0251301
63,0.698457,63,0.596719,63,-0.0251301
64,0.698667,64,0.596719,64,-0.0753268
65,0.697996,65,0.596719,65,-0.125333
66,0.696448,66,0.596719,66,-0.175023
67,0.694025,67,0.596719,67,-0.224271
68,0.690734,68,0.596719,68,-0.272952
69,0.686584,69,0.596719,69,-0.320944
70,0.681583,70,0.595185,70,-0.368125
71,0.675747,71,0.592117,71,-0.414376
72,0.669088,72,0.587515,72,-0.45958
73,0.661624,73,0.582913,73,-0.503623
74,0.653374,74,0.578311,74,-0.546394
75,0.644358,75,0.572175,75,-0.587785
76,0.634599,76,0.564505,76,-0.627691
77,0.624123,77,0.556835,77,-0.666012
78,0.612955,78,0.547631,78,-0.70265
79,0.601123,79,0.538427,79,-0.737513
80,0.588658,80,0.527689,80,-0.770513
81,0.575591,81,0.518486,81,-0.801567
82,0.561955,82,0.506214,82,-0.830596
83,0.547785,83,0.495476,83,-0.857527
84,0.533116,84,0.48167,84,-0.882291
85,0.517985,85,0.469398,85,-0.904827
86,0.50243,86,0.457126,86,-0.925077
87,0.486492,87,0.441786,87,-0.942991
88,0.470209,88,0.427981,88,-0.958522
89,0.453624,89,0.414175,89,-0.971632
90,0.436778,90,0.398835,90,-0.982287
91,0.419713,91,0.385029,91,-0.990461
92,0.402473,92,0.368155,92,-0.996134
93,0.385102,93,0.352816,93,-0.999289
94,0.367643,94,0.335942,94,-0.999921
95,0.35014,95,0.320602,95,-0.998027
96,0.332637,96,0.303728,96,-0.993611
97,0.31518,97,0.288388,97,-0.986686
98,0.297811,98,0.273049,98,-0.977268
99,0.280575,99,0.254641,99,-0.965382
100,0.263515,100,0.239301,100,-0.951057
101,0.246674,101,0.223961,101,-0.934329
102,0.230096,102,0.208621,102,-0.915241
103,0.213821,103,0.193282,103,-0.893841
104,0.197891,104,0.177942,104,-0.870184
105,0.182346,105,0.162602,105,-0.844328
106,0.167225,106,0.147262,106,-0.816339
107,0.152568,107,0.13499,107,-0.786288
108,0.138409,108,0.119651,108,-0.754251
109,0.124786,109,0.107379,109,-0.720309
110,0.111733,110,0.0951068,110,-0.684547
111,0.0992827,111,0.082835,111,-0.647056
112,0.0874665,112,0.0705631,112,-0.60793
113,0.0763143,113,0.0598253,113,-0.567269
114,0.0658544,114,0.0490874,114,-0.525175
115,0.0561131,115,0.0398835,115,-0.481754
116,0.0471151,116,0.0306796,116,-0.437116
117,0.0388831,117,0.0230097,117,-0.391374
118,0.0314378,118,0.0153398,118,-0.344643
119,0.0247981,119,0.00920388,119,-0.297042
120,0.0189808,120,0.00306796,120,-0.24869
121,0.0140006,121,-0.00153398,121,-0.19971
122,0.00986999,122,-0.00613592,122,-0.150226
123,0.00659945,123,-0.00920388,123,-0.100362
124,0.00419725,124,-0.0122718,124,-0.0502443
125,0.00266945,125,-0.0138058,125,-2.45E-16
126,0.00201991,126,-0.0138058,126,0.0502443
127,0.00225028,127,-0.0138058,127,0.100362
128,0.00335996,128,-0.0138058,128,0.150226
129,0.00534616,129,-0.0138058,129,0.19971
130,0.00820385,130,-0.0138058,130,0.24869
131,0.0119258,131,-0.0138058,131,0.297042
132,0.0165027,132,-0.0138058,132,0.344643
133,0.0219229,133,-0.0107379,133,0.391374
134,0.0281727,134,-0.0076699,134,0.437116
135,0.0352363,135,-0.00460194,135,0.481754
136,0.0430959,136,0,136,0.525175
137,0.0517317,137,0.00613592,137,0.567269
138,0.0611218,138,0.0122718,138,0.60793
139,0.0712425,139,0.0199418,139,0.647056
140,0.0820682,140,0.0260777,140,0.684547
141,0.0935717,141,0.0352816,141,0.720309
142,0.105724,142,0.0444854,142,0.754251
143,0.118494,143,0.0552233,143,0.786288
144,0.131849,144,0.0644272,144,0.816339
145,0.145757,145,0.076699,145,0.844328
146,0.160181,146,0.0889709,146,0.870184
147,0.175086,147,0.0997088,147,0.893841
148,0.190434,148,0.113515,148,0.915241
149,0.206185,149,0.12732,149,0.934329
150,0.222301,150,0.141126,150,0.951057
151,0.23874,151,0.156466,151,0.965382
152,0.255461,152,0.168738,152,0.977268
153,0.272422,153,0.185612,153,0.986686
154,0.289579,154,0.200951,154,0.993611
155,0.30689,155,0.216291,155,0.998027
156,0.324311,156,0.230097,156,0.999921
157,0.341798,157,0.248505,157,0.999289
158,0.359306,158,0.262311,158,0.996134
159,0.376791,159,0.279185,159,0.990461
160,0.39421,160,0.294524,160,0.982287
161,0.411518,161,0.311398,161,0.971632
162,0.428672,162,0.326738,162,0.958522
163,0.445627,163,0.342078,163,0.942991
164,0.462342,164,0.358952,164,0.925077
165,0.478774,165,0.372757,165,0.904827
166,0.494881,166,0.388097,166,0.882291
167,0.510624,167,0.403437,167,0.857527
168,0.525961,168,0.417243,168,0.830596
169,0.540855,169,0.431049,169,0.801567
170,0.555268,170,0.446388,170,0.770513
171,0.569163,171,0.45866,171,0.737513
172,0.582505,172,0.472466,172,0.70265
173,0.595261,173,0.483204,173,0.666012
174,0.607398,174,0.49701,174,0.627691
175,0.618886,175,0.507748,175,0.587785
176,0.629696,176,0.518486,176,0.546394
177,0.639799,177,0.527689,177,0.503623
178,0.649172,178,0.536893,178,0.45958
179,0.65779,179,0.544563,179,0.414376
180,0.665631,180,0.552233,180,0.368125
181,0.672675,181,0.559903,181,0.320944
182,0.678906,182,0.566039,182,0.272952
183,0.684306,183,0.572175,183,0.224271
184,0.688863,184,0.576777,184,0.175023
185,0.692565,185,0.579845,185,0.125333
186,0.695402,186,0.582913,186,0.0753268
187,0.697368,187,0.584447,187,0.0251301
188,0.698457,188,0.585981,188,-0.0251301
189,0.698667,189,0.585981,189,-0.0753268
190,0.697996,190,0.585981,190,-0.125333
191,0.696448,191,0.585981,191,-0.175023
192,0.694025,192,0.585981,192,-0.224271
193,0.690734,193,0.585981,193,-0.272952
